#chrom	txStart	txEnd	refseq	score	strand	symbol	rank
chr5	140691727	140691728	NM_002109	0.0	-	HARS	32147
chr5	43313512	43313513	NM_002130	0.0	-	HMGCS1	32148
chr5	146339023	146339024	NM_002700	0.0	+	POU4F3	32149
chr5	159330473	159330474	NM_002187	0.0	-	IL12B	32150
chr5	34915675	34915676	NM_002853	0.0	-	RAD1	32151
chr5	177384430	177384431	NM_003052	0.0	+	SLC34A1	32152
chr5	44388682	44388683	NM_004465	0.0	-	FGF10	32153
chr5	177473693	177473694	NM_004395	0.0	-	DBN1	32154
chr5	173235312	173235313	NM_004387	0.0	-	NKX2-5	32155
chr5	83471673	83471674	NM_004385	0.0	+	VCAN	32156
chr5	123545416	123545417	NM_004384	0.0	+	CSNK1G3	32157
chr5	90409786	90409787	NM_004365	0.0	-	CETN3	32158
chr5	150412936	150412937	NM_004355	0.0	-	CD74	32159
chr5	168486457	168486458	NM_002887	0.0	+	RARS	32160
chr5	157142910	157142911	NM_004270	0.0	-	MED7	32161
chr5	892853	892854	NM_004237	0.0	+	TRIP13	32162
chr5	160421806	160421807	NM_004219	0.0	+	PTTG1	32163
chr5	36606354	36606355	NM_004172	0.0	+	SLC1A3	32164
chr5	218222	218223	NM_004168	0.0	+	SDHA	32165
chr5	22853622	22853623	NM_004061	0.0	-	CDH12	32166
chr5	151758649	151758650	NM_004045	0.0	-	ATOX1	32167
chr5	38845998	38845999	NM_003999	0.0	+	OSMR	32168
chr5	151687054	151687055	NM_003118	0.0	-	SPARC	32169
chr5	112861187	112861188	NM_003135	0.0	+	SRP19	32170
chr5	134114710	134114711	NM_003202	0.0	+	TCF7	32171
chr5	160009099	160009100	NM_003314	0.0	+	TTC1	32172
chr5	134005133	134005134	NM_003374	0.0	-	VDAC1	32173
chr5	43121493	43121494	NM_003432	0.0	+	ZNF131	32174
chr5	87268252	87268253	NM_002890	0.0	+	RASA1	32175
chr5	74641424	74641425	NM_003633	0.0	-	ENC1	32176
chr5	55535078	55535079	NM_003711	0.0	-	PLPP1	32177
chr5	173329503	173329504	NM_003714	0.0	-	STC2	32178
chr5	171419662	171419663	NM_003862	0.0	+	FGF18	32179
chr5	141636856	141636857	NM_003883	0.0	-	HDAC3	32180
chr5	179820841	179820842	NM_003900	0.0	+	SQSTM1	32181
chr5	9546121	9546122	NM_003966	0.0	-	SEMA5A	32182
chr5	78294755	78294756	NM_003664	0.0	-	AP3B1	32183
chr5	150166780	150166781	NM_001804	0.0	+	CDX1	32184
chr5	62306161	62306162	NM_004520	0.0	+	KIF2A	32185
chr5	178204506	178204507	NM_004499	0.0	+	HNRNPAB	32186
chr5	122391088	122391089	NM_001308106	0.0	+	SNCAIP	32187
chr5	122391088	122391089	NM_001308105	0.0	+	SNCAIP	32188
chr5	111512597	111512598	NM_001308059	0.0	-	STARD4	32189
chr5	111512597	111512598	NM_001308060	0.0	-	STARD4	32190
chr5	111512597	111512598	NM_001308061	0.0	-	STARD4	32191
chr5	116085461	116085462	NM_001308080	0.0	+	COMMD10	32192
chr5	120465630	120465631	NM_001308087	0.0	+	PRR16	32193
chr5	172454523	172454524	NM_001308175	0.0	-	SH3PXD2B	32194
chr5	172641265	172641266	NM_001308177	0.0	+	NEURL1B	32195
chr5	111512597	111512598	NM_001308057	0.0	-	STARD4	32196
chr5	122312068	122312069	NM_001308107	0.0	+	SNCAIP	32197
chr5	122391088	122391089	NM_001308108	0.0	+	SNCAIP	32198
chr5	122312068	122312069	NM_001308109	0.0	+	SNCAIP	32199
chr5	157671480	157671481	NM_001308165	0.0	-	SOX30	32200
chr5	160312600	160312601	NM_001308173	0.0	-	CCNJL	32201
chr5	122312068	122312069	NM_001308100	0.0	+	SNCAIP	32202
chr5	111512597	111512598	NM_001308058	0.0	-	STARD4	32203
chr5	71067670	71067671	NM_001515	0.0	-	GTF2H2	32204
chr5	170232916	170232917	NM_001305397	0.0	+	C5orf58	32205
chr5	170232916	170232917	NM_001305396	0.0	+	C5orf58	32206
chr5	110738135	110738136	NM_001303250	0.0	+	SLC25A46	32207
chr5	160400097	160400098	NM_001303251	0.0	-	ZBED8	32208
chr5	131945698	131945699	NM_001303622	0.0	-	MEIKIN	32209
chr5	170233006	170233007	NM_001305393	0.0	+	C5orf58	32210
chr5	170233006	170233007	NM_001305394	0.0	+	C5orf58	32211
chr5	111512597	111512598	NM_001308056	0.0	-	STARD4	32212
chr5	39364553	39364554	NM_001737	0.0	-	C9	32213
chr5	108924605	108924606	NM_001308031	0.0	+	FER	32214
chr5	10249920	10249921	NM_001306153	0.0	+	CCT5	32215
chr5	10249920	10249921	NM_001306154	0.0	+	CCT5	32216
chr5	10250536	10250537	NM_001306155	0.0	+	CCT5	32217
chr5	10250536	10250537	NM_001306156	0.0	+	CCT5	32218
chr5	35048135	35048136	NM_001306173	0.0	-	AGXT2	32219
chr5	102499016	102499017	NM_001308014	0.0	-	SLCO6A1	32220
chr5	172641265	172641266	NM_001308178	0.0	+	NEURL1B	32221
chr5	178204506	178204507	NM_031266	0.0	+	HNRNPAB	32222
chr5	176630561	176630562	NM_001318035	0.0	-	SNCB	32223
chr5	176630561	176630562	NM_001318036	0.0	-	SNCB	32224
chr5	176630561	176630562	NM_001318037	0.0	-	SNCB	32225
chr5	154038938	154038939	NM_001317994	0.0	-	FAM114A2	32226
chr5	154038938	154038939	NM_001317995	0.0	-	FAM114A2	32227
chr5	64768917	64768918	NM_001318000	0.0	+	CWC27	32228
chr5	176630561	176630562	NM_001318034	0.0	-	SNCB	32229
chr5	39425233	39425234	NM_001343	0.0	-	DAB2	32230
chr5	157731388	157731389	NM_001317825	0.0	+	THG1L	32231
chr5	65624360	65624361	NM_001656	0.0	-	TRIM23	32232
chr5	177509857	177509858	NM_001308236	0.0	-	DOK3	32233
chr5	147453697	147453698	NM_001387	0.0	-	DPYSL3	32234
chr5	160229429	160229430	NM_001445	0.0	+	FABP6	32235
chr5	151568944	151568945	NM_001447	0.0	-	FAT2	32236
chr5	39219578	39219579	NM_001465	0.0	-	FYB	32237
chr5	177510426	177510427	NM_001308235	0.0	-	DOK3	32238
chr5	154038938	154038939	NM_001317993	0.0	-	FAM114A2	32239
chr5	146182787	146182788	NM_001317965	0.0	-	LARS	32240
chr5	180280608	180280609	NM_001308244	0.0	-	MAPK9	32241
chr5	181040224	181040225	NM_001308245	0.0	+	BTNL9	32242
chr5	151687054	151687055	NM_001309443	0.0	-	SPARC	32243
chr5	151687054	151687055	NM_001309444	0.0	-	SPARC	32244
chr5	141619055	141619056	NM_001314007	0.0	-	DIAPH1	32245
chr5	24644978	24644979	NM_001317222	0.0	-	CDH10	32246
chr5	176388927	176388928	NM_001317975	0.0	-	NOP16	32247
chr5	157731388	157731389	NM_001317824	0.0	+	THG1L	32248
chr5	157731812	157731813	NM_001317826	0.0	+	THG1L	32249
chr5	176365467	176365468	NM_001317948	0.0	+	ARL10	32250
chr5	34839623	34839624	NM_001317949	0.0	+	TTC23L	32251
chr5	892824	892825	NM_001317951	0.0	-	BRD9	32252
chr5	103120138	103120139	NM_001317954	0.0	-	GIN1	32253
chr5	146182787	146182788	NM_001317964	0.0	-	LARS	32254
chr5	37371126	37371127	NM_004298	0.0	-	NUP155	32255
chr5	53109772	53109773	NM_004531	0.0	-	MOCS2	32256
chr5	177592211	177592212	NM_017510	0.0	+	TMED9	32257
chr5	72320257	72320258	NM_015084	0.0	-	MRPS27	32258
chr5	132777375	132777376	NM_015146	0.0	-	SEPT8	32259
chr5	95731145	95731146	NM_014899	0.0	+	RHOBTB3	32260
chr5	176537420	176537421	NM_014901	0.0	-	RNF44	32261
chr5	149141482	149141483	NM_014945	0.0	+	ABLIM3	32262
chr5	179907856	179907857	NM_015043	0.0	-	TBC1D9B	32263
chr5	133612532	133612533	NM_015082	0.0	-	FSTL4	32264
chr5	157859175	157859176	NM_014666	0.0	-	CLINT1	32265
chr5	95555005	95555006	NM_014639	0.0	-	TTC37	32266
chr5	147782848	147782849	NM_014790	0.0	-	JAKMIP2	32267
chr5	66828775	66828776	NM_015183	0.0	+	MAST4	32268
chr5	103129305	103129306	NM_015216	0.0	+	PPIP5K2	32269
chr5	132011662	132011663	NM_015256	0.0	-	ACSL6	32270
chr5	65563235	65563236	NM_015342	0.0	+	PPWD1	32271
chr5	36876758	36876759	NM_015384	0.0	+	NIPBL	32272
chr5	141051375	141051376	NM_013340	0.0	+	PCDHB1	32273
chr5	140847771	140847772	NM_014005	0.0	+	PCDHA9	32274
chr5	31532175	31532176	NM_013235	0.0	-	DROSHA	32275
chr5	140043299	140043300	NM_013983	0.0	-	NRG2	32276
chr5	150189956	150189957	NM_014228	0.0	+	SLC6A7	32277
chr5	173144441	173144442	NM_013978	0.0	+	BNIP1	32278
chr5	173144441	173144442	NM_013979	0.0	+	BNIP1	32279
chr5	173144441	173144442	NM_013980	0.0	+	BNIP1	32280
chr5	140043299	140043300	NM_013981	0.0	-	NRG2	32281
chr5	140043299	140043300	NM_013982	0.0	-	NRG2	32282
chr5	176448354	176448355	NM_014613	0.0	+	FAF2	32283
chr5	179060414	179060415	NM_014594	0.0	+	ZNF354C	32284
chr5	177303761	177303762	NM_013237	0.0	+	PRELID1	32285
chr5	179345430	179345431	NM_014244	0.0	-	ADAMTS2	32286
chr5	179806952	179806953	NM_014275	0.0	-	MGAT4B	32287
chr5	137889435	137889436	NM_014386	0.0	+	PKD2L2	32288
chr5	132866626	132866627	NM_014402	0.0	+	UQCRQ	32289
chr5	170504035	170504036	NM_014592	0.0	+	KCNIP1	32290
chr5	138875368	138875369	NM_015564	0.0	-	LRRTM2	32291
chr5	34656327	34656328	NM_015577	0.0	+	RAI14	32292
chr5	141135205	141135206	NM_015669	0.0	+	PCDHB5	32293
chr5	77492540	77492541	NM_018268	0.0	-	WDR41	32294
chr5	137736090	137736091	NM_017415	0.0	-	KLHL3	32295
chr5	154038938	154038939	NM_018691	0.0	-	FAM114A2	32296
chr5	140639426	140639427	NM_018502	0.0	+	TMCO6	32297
chr5	71455614	71455615	NM_018429	0.0	+	BDP1	32298
chr5	31532265	31532266	NM_018356	0.0	+	C5orf22	32299
chr5	34915714	34915715	NM_018321	0.0	+	BRIX1	32300
chr5	150289840	150289841	NM_015981	0.0	-	CAMK2A	32301
chr5	174045603	174045604	NM_015980	0.0	+	HMP19	32302
chr5	150701107	150701108	NM_018047	0.0	-	RBM22	32303
chr5	157731388	157731389	NM_017872	0.0	+	THG1L	32304
chr5	178153960	178153961	NM_017838	0.0	-	NHP2	32305
chr5	140664798	140664799	NM_017706	0.0	+	WDR55	32306
chr5	103120138	103120139	NM_017676	0.0	-	GIN1	32307
chr5	176549341	176549342	NM_017675	0.0	+	CDHR2	32308
chr5	70924940	70924941	NM_017411	0.0	+	SMN2	32309
chr5	70049522	70049523	NM_017411	0.0	+	SMN2	32310
chr5	129094748	129094749	NM_016048	0.0	+	ISOC1	32311
chr5	32444738	32444739	NM_016107	0.0	-	ZFR	32312
chr5	116084975	116084976	NM_016144	0.0	+	COMMD10	32313
chr5	179858840	179858841	NM_016175	0.0	-	C5orf45	32314
chr5	75511831	75511832	NM_016218	0.0	+	POLK	32315
chr5	177516966	177516967	NM_016222	0.0	-	DDX41	32316
chr5	37379309	37379310	NM_018034	0.0	+	WDR70	32317
chr5	27038582	27038583	NM_016279	0.0	-	CDH9	32318
chr5	176388927	176388928	NM_016391	0.0	-	NOP16	32319
chr5	146182787	146182788	NM_016460	0.0	-	LARS	32320
chr5	138033113	138033114	NM_016603	0.0	-	FAM13B	32321
chr5	138439000	138439001	NM_016606	0.0	+	REEP2	32322
chr5	44808924	44808925	NM_016640	0.0	+	MRPS30	32323
chr5	120464277	120464278	NM_016644	0.0	+	PRR16	32324
chr5	131635236	131635237	NM_016340	0.0	-	RAPGEF6	32325
chr5	178113554	178113555	NM_015111	0.0	+	N4BP3	32326
chr5	132556923	132556924	NM_005732	0.0	+	RAD50	32327
chr5	140926716	140926717	NM_018898	0.0	+	PCDHAC1	32328
chr5	75511629	75511630	NM_005713	0.0	-	COL4A3BP	32329
chr5	151771914	151771915	NM_005754	0.0	+	G3BP1	32330
chr5	126776622	126776623	NM_005573	0.0	+	LMNB1	32331
chr5	150449756	150449757	NM_005617	0.0	-	RPS14	32332
chr5	100903285	100903286	NM_005668	0.0	-	ST8SIA4	32333
chr5	112922334	112922335	NM_005669	0.0	-	REEP5	32334
chr5	84384867	84384868	NM_005711	0.0	-	EDIL3	32335
chr5	122312068	122312069	NM_005460	0.0	+	SNCAIP	32336
chr5	177497605	177497606	NM_005451	0.0	-	PDLIM7	32337
chr5	157180895	157180896	NM_005546	0.0	+	ITK	32338
chr5	140114122	140114123	NM_005859	0.0	+	PURA	32339
chr5	64768917	64768918	NM_005869	0.0	+	CWC27	32340
chr5	10353638	10353639	NM_005885	0.0	+	MARCH6	32341
chr5	56815072	56815073	NM_005921	0.0	+	MAP3K1	32342
chr5	154038958	154038959	NM_005927	0.0	+	MFAP3	32343
chr5	71025114	71025115	NM_004536	0.0	-	NAIP	32344
chr5	140043299	140043300	NM_004883	0.0	-	NRG2	32345
chr5	693395	693396	NM_007030	0.0	-	TPPP	32346
chr5	78360502	78360503	NM_004866	0.0	+	SCAMP1	32347
chr5	135579279	135579280	NM_004887	0.0	-	CXCL14	32348
chr5	71128753	71128754	NM_004536	0.0	-	NAIP	32349
chr5	77776361	77776362	NM_004607	0.0	-	TBCA	32350
chr5	115841851	115841852	NM_004707	0.0	-	ATG12	32351
chr5	111757248	111757249	NM_004772	0.0	-	NREP	32352
chr5	154478264	154478265	NM_004821	0.0	-	HAND1	32353
chr5	42811922	42811923	NM_005410	0.0	-	SEPP1	32354
chr5	132864533	132864534	NM_005260	0.0	-	GDF9	32355
chr5	271620	271621	NM_013232	0.0	+	PDCD6	32356
chr5	31193654	31193655	NM_004932	0.0	+	CDH6	32357
chr5	180353387	180353388	NM_005110	0.0	-	GFPT2	32358
chr5	150113372	150113373	NM_005211	0.0	-	CSF1R	32359
chr5	141619055	141619056	NM_005219	0.0	-	DIAPH1	32360
chr5	76819007	76819008	NM_005242	0.0	+	F2RL1	32361
chr5	172188342	172188343	NM_005990	0.0	-	STK10	32362
chr5	151081084	151081085	NM_006058	0.0	-	TNIP1	32363
chr5	140647798	140647799	NM_006083	0.0	+	IK	32364
chr5	140691425	140691426	NM_012208	0.0	+	HARS2	32365
chr5	157652420	157652421	NM_007017	0.0	-	SOX30	32366
chr5	81751253	81751254	NM_012446	0.0	-	SSBP2	32367
chr5	40755970	40755971	NM_012382	0.0	-	TTC33	32368
chr5	43602688	43602689	NM_012343	0.0	+	NNT	32369
chr5	15500195	15500196	NM_012304	0.0	+	FBXL7	32370
chr5	172006873	172006874	NM_012300	0.0	-	FBXW11	32371
chr5	135535949	135535950	NM_006161	0.0	-	NEUROG1	32372
chr5	181243906	181243907	NM_006098	0.0	-	GNB2L1	32373
chr5	170105912	170105913	NM_012188	0.0	+	FOXI1	32374
chr5	135930316	135930317	NM_012159	0.0	+	FBXL21	32375
chr5	10249920	10249921	NM_012073	0.0	+	CCT5	32376
chr5	177600117	177600118	NM_007255	0.0	+	B4GALT7	32377
chr5	176416569	176416570	NM_007097	0.0	-	CLTB	32378
chr5	132737578	132737579	NM_007054	0.0	-	KIF3A	32379
chr5	6714604	6714605	NM_006999	0.0	+	PAPD7	32380
chr5	134177033	134177034	NM_006930	0.0	-	SKP1	32381
chr5	40798195	40798196	NM_006251	0.0	-	PRKAA1	32382
chr5	177996242	177996243	NM_006261	0.0	-	PROP1	32383
chr5	160419161	160419162	NM_006425	0.0	-	SLU7	32384
chr5	43557093	43557094	NM_006451	0.0	-	PAIP1	32385
chr5	90474863	90474864	NM_006467	0.0	+	POLR3G	32386
chr5	177357842	177357843	NM_006480	0.0	+	RGS14	32387
chr5	176647386	176647387	NM_012171	0.0	+	TSPAN17	32388
chr5	1112057	1112058	NM_006598	0.0	-	SLC12A7	32389
chr5	146447309	146447310	NM_006706	0.0	+	TCERG1	32390
chr5	24644978	24644979	NM_006727	0.0	-	CDH10	32391
chr5	137867855	137867856	NM_006790	0.0	+	MYOT	32392
chr5	137754350	137754351	NM_006805	0.0	-	HNRNPA0	32393
chr5	177351884	177351885	NM_006816	0.0	-	LMAN2	32394
chr5	80960688	80960689	NM_006909	0.0	+	RASGRF2	32395
chr5	175796606	175796607	NM_006650	0.0	+	CPLX2	32396
chr6	136792518	136792519	NM_005923	0.0	-	MAP3K5	32397
chr6	31498049	31498050	NM_005931	0.0	+	MICB	32398
chr6	39927716	39927717	NM_005943	0.0	-	MOCS1	32399
chr7	75789746	75789747	NM_006072	0.0	-	CCL26	32400
chr7	76397523	76397524	NM_007155	0.0	+	ZP3	32401
chr7	116862508	116862509	NM_006136	0.0	+	CAPZA2	32402
chr7	15686683	15686684	NM_005924	0.0	-	MEOX2	32403
chr7	100949419	100949420	NM_005960	0.0	+	MUC3A	32404
chr7	27740094	27740095	NM_006024	0.0	+	TAX1BP1	32405
chr7	50304668	50304669	NM_006060	0.0	+	IKZF1	32406
chr7	100539210	100539211	NM_006076	0.0	+	AGFG2	32407
chr7	129188871	129188872	NM_005631	0.0	+	SMO	32408
chr7	94004382	94004383	NM_005868	0.0	-	BET1	32409
chr7	100101940	100101941	NM_005916	0.0	-	MCM7	32410
chr7	97990104	97990105	NM_006188	0.0	-	OCM2	32411
chr7	56092996	56092997	NM_006213	0.0	-	PHKG1	32412
chr7	44123570	44123571	NM_006230	0.0	-	POLD2	32413
chr7	102478934	102478935	NM_006234	0.0	-	POLR2J	32414
chr7	45157767	45157768	NM_005856	0.0	+	RAMP3	32415
chr7	102912896	102912897	NM_005824	0.0	+	LRRC17	32416
chr7	99325872	99325873	NM_006409	0.0	+	ARPC1A	32417
chr7	27185216	27185217	NM_005523	0.0	-	HOXA11	32418
chr7	129055173	129055174	NM_012470	0.0	-	TNPO3	32419
chr7	100119372	100119373	NM_005641	0.0	-	TAF6	32420
chr7	124766025	124766026	NM_005302	0.0	-	GPR37	32421
chr7	75738972	75738973	NM_005338	0.0	-	HIP1	32422
chr7	131556617	131556618	NM_005397	0.0	-	PODXL	32423
chr7	144355395	144355396	NM_005435	0.0	+	ARHGEF5	32424
chr7	151519924	151519925	NM_005614	0.0	-	RHEB	32425
chr7	122144290	122144291	NM_005763	0.0	-	AASS	32426
chr7	100706052	100706053	NM_005837	0.0	+	POP7	32427
chr7	93890991	93890992	NM_006528	0.0	-	TFPI2	32428
chr7	74453789	74453790	NM_005685	0.0	+	GTF2IRD1	32429
chr7	151227374	151227375	NM_005692	0.0	-	ABCF2	32430
chr7	99374674	99374675	NM_005720	0.0	+	ARPC1B	32431
chr7	91940874	91940875	NM_005751	0.0	+	AKAP9	32432
chr7	101217703	101217704	NM_006349	0.0	+	ZNHIT1	32433
chr7	64794387	64794388	NM_006524	0.0	+	ZNF138	32434
chr7	139777894	139777895	NM_022740	0.0	-	HIPK2	32435
chr7	120273667	120273668	NM_012281	0.0	+	KCND2	32436
chr7	32957403	32957404	NM_007270	0.0	+	FKBP9	32437
chr7	100177742	100177743	NM_012447	0.0	+	STAG3	32438
chr7	83649163	83649164	NM_012431	0.0	-	SEMA3E	32439
chr7	44848126	44848127	NM_012412	0.0	-	H2AFV	32440
chr7	79453574	79453575	NM_012301	0.0	-	MAGI2	32441
chr7	22356914	22356915	NM_012294	0.0	-	RAPGEF5	32442
chr7	38978008	38978009	NM_007252	0.0	+	POU6F2	32443
chr7	44200978	44200979	NM_006555	0.0	+	YKT6	32444
chr7	107169014	107169015	NM_012257	0.0	+	HBP1	32445
chr7	116030813	116030814	NM_012252	0.0	-	TFEC	32446
chr7	100589572	100589573	NM_012172	0.0	+	FBXO24	32447
chr7	130668758	130668759	NM_012133	0.0	-	COPG2	32448
chr7	2844325	2844326	NM_007353	0.0	-	GNA12	32449
chr7	23181826	23181827	NM_007342	0.0	+	NUPL2	32450
chr7	151227374	151227375	NM_007189	0.0	-	ABCF2	32451
chr7	65373798	65373799	NM_007139	0.0	+	ZNF92	32452
chr7	23470376	23470377	NM_006547	0.0	-	IGF2BP3	32453
chr7	100088959	100088960	NM_006833	0.0	+	COPS6	32454
chr7	47582144	47582145	NM_022748	0.0	-	TNS3	32455
chr7	954683	954684	NM_006869	0.0	-	ADAP1	32456
chr7	27156677	27156678	NM_006896	0.0	-	HOXA7	32457
chr7	99438939	99438940	NM_006693	0.0	+	CPSF4	32458
chr7	151080883	151080884	NM_006712	0.0	-	FASTK	32459
chr7	87876228	87876229	NM_006716	0.0	+	DBF4	32460
chr7	6484218	6484219	NM_006854	0.0	-	KDELR2	32461
chr7	50093264	50093265	NM_007009	0.0	-	ZPBP	32462
chr7	6374494	6374495	NM_006908	0.0	+	RAC1	32463
chr7	149239650	149239651	NM_012256	0.0	+	ZNF212	32464
chr7	151028421	151028422	NM_007188	0.0	+	ABCB8	32465
chr7	6706935	6706936	NM_006956	0.0	-	ZNF12	32466
chr7	91880720	91880721	NM_006980	0.0	-	MTERF1	32467
chr7	102616758	102616759	NM_006989	0.0	-	RASA4	32468
chr7	100673739	100673740	NM_005273	0.0	+	GNB2	32469
chr7	32071433	32071434	NM_005020	0.0	-	PDE1C	32470
chr7	43583092	43583093	NM_004760	0.0	+	STK17A	32471
chr7	74254458	74254459	NM_002914	0.0	-	RFC2	32472
chr7	97005977	97005978	NM_005222	0.0	+	DLX6	32473
chr7	37916923	37916924	NM_003014	0.0	-	SFRP4	32474
chr7	151059569	151059570	NM_003040	0.0	+	SLC4A2	32475
chr7	137343800	137343801	NM_002825	0.0	-	PTN	32476
chr7	158587802	158587803	NM_002847	0.0	-	PTPRN2	32477
chr7	121873104	121873105	NM_002851	0.0	+	PTPRZ1	32478
chr7	75813715	75813716	NM_002991	0.0	-	CCL24	32479
chr7	129611701	129611702	NM_005011	0.0	+	NRF1	32480
chr7	151277145	151277146	NM_003078	0.0	-	SMARCD3	32481
chr7	159144957	159144958	NM_003382	0.0	-	VIPR2	32482
chr7	42932206	42932207	NM_002787	0.0	-	PSMA2	32483
chr7	21428070	21428071	NM_003112	0.0	+	SP4	32484
chr7	141738320	141738321	NM_003143	0.0	+	SSBP1	32485
chr7	100641550	100641551	NM_003227	0.0	-	TFR2	32486
chr7	103347523	103347524	NM_002803	0.0	+	PSMC2	32487
chr7	44606521	44606522	NM_002541	0.0	+	OGDH	32488
chr7	140696680	140696681	NM_004546	0.0	+	NDUFB2	32489
chr7	27242544	27242545	NM_001989	0.0	+	EVX1	32490
chr7	130380370	130380371	NM_001868	0.0	+	CPA1	32491
chr7	41703108	41703109	NM_002192	0.0	-	INHBA	32492
chr7	20331101	20331102	NM_002214	0.0	+	ITGB8	32493
chr7	130266862	130266863	NM_001869	0.0	+	CPA2	32494
chr7	101815903	101815904	NM_001913	0.0	+	CUX1	32495
chr7	154305211	154305212	NM_001936	0.0	+	DPP6	32496
chr7	26200793	26200794	NM_002137	0.0	-	HNRNPA2B1	32497
chr7	98617284	98617285	NM_002523	0.0	+	NPTX2	32498
chr7	100586188	100586189	NM_002319	0.0	-	LRCH4	32499
chr7	107044732	107044733	NM_002736	0.0	+	PRKAR2B	32500
chr7	106865478	106865479	NM_002649	0.0	+	PIK3CG	32501
chr7	1530731	1530732	NM_002360	0.0	+	MAFK	32502
chr7	130492057	130492058	NM_002402	0.0	+	MEST	32503
chr7	10940186	10940187	NM_002489	0.0	-	NDUFA4	32504
chr7	100867327	100867328	NM_003302	0.0	+	TRIP6	32505
chr7	101165571	101165572	NM_003378	0.0	-	VGF	32506
chr7	100602258	100602259	NM_002593	0.0	+	PCOLCE	32507
chr7	99466201	99466202	NM_004889	0.0	-	ATP5J2	32508
chr7	148884349	148884350	NM_004456	0.0	-	EZH2	32509
chr7	108456397	108456398	NM_005010	0.0	-	NRCAM	32510
chr7	151057965	151057966	NM_004935	0.0	-	CDK5	32511
chr7	92245898	92245899	NM_004912	0.0	-	KRIT1	32512
chr7	149028690	149028691	NM_004911	0.0	-	PDIA4	32513
chr7	28435614	28435615	NM_004904	0.0	+	CREB5	32514
chr7	98878489	98878490	NM_003496	0.0	+	TRRAP	32515
chr7	100733625	100733626	NM_003386	0.0	+	ZAN	32516
chr7	151048291	151048292	NM_004769	0.0	+	ASIC3	32517
chr7	45111747	45111748	NM_004749	0.0	-	TBRG4	32518
chr7	100101506	100101507	NM_004722	0.0	+	AP4M1	32519
chr7	137846863	137846864	NM_004717	0.0	-	DGKI	32520
chr7	141995878	141995879	NM_004668	0.0	+	MGAM	32521
chr7	56051575	56051576	NM_004577	0.0	-	PSPH	32522
chr7	100827521	100827522	NM_004444	0.0	-	EPHB4	32523
chr7	149195461	149195462	NM_003575	0.0	+	ZNF282	32524
chr7	148698840	148698841	NM_003592	0.0	+	CUL1	32525
chr7	39950359	39950360	NM_003718	0.0	+	CDK13	32526
chr7	2354838	2354839	NM_003751	0.0	+	EIF3B	32527
chr7	138460333	138460334	NM_003852	0.0	+	TRIM24	32528
chr7	99408977	99408978	NM_003910	0.0	+	BUD31	32529
chr7	100015571	100015572	NM_003439	0.0	+	ZKSCAN1	32530
chr7	94656209	94656210	NM_003919	0.0	-	SGCE	32531
chr7	93921703	93921704	NM_004126	0.0	+	GNG11	32532
chr7	87934250	87934251	NM_004194	0.0	+	ADAM22	32533
chr7	103297425	103297426	NM_004279	0.0	+	PMPCB	32534
chr7	134779412	134779413	NM_004342	0.0	+	CALD1	32535
chr7	24758020	24758021	NM_004403	0.0	-	DFNA5	32536
chr7	95772505	95772506	NM_004411	0.0	+	DYNC1I1	32537
chr7	14841450	14841451	NM_004080	0.0	-	DGKB	32538
chr7	74289474	74289475	NM_003388	0.0	+	CLIP2	32539
chr7	26201210	26201211	NM_007276	0.0	+	CBX3	32540
chr7	91264467	91264468	NM_003505	0.0	+	FZD1	32541
chr7	76359025	76359026	NM_012479	0.0	-	YWHAG	32542
chr7	130441210	130441211	NM_018718	0.0	-	CEP41	32543
chr7	21945924	21945925	NM_018719	0.0	-	CDCA7L	32544
chr7	87876377	87876378	NM_018843	0.0	-	SLC25A40	32545
chr7	135148013	135148014	NM_018295	0.0	+	TMEM140	32546
chr7	116953326	116953327	NM_018412	0.0	+	ST7	32547
chr7	105014189	105014190	NM_018682	0.0	+	KMT2E	32548
chr7	36389802	36389803	NM_018685	0.0	+	ANLN	32549
chr7	6374494	6374495	NM_018890	0.0	+	RAC1	32550
chr7	100158721	100158722	NM_018275	0.0	-	C7orf43	32551
chr7	105522238	105522239	NM_019042	0.0	-	PUS7	32552
chr7	66996804	66996805	NM_018264	0.0	+	TYW1	32553
chr7	25125361	25125362	NM_018947	0.0	-	CYCS	32554
chr7	27174336	27174337	NM_018951	0.0	-	HOXA10	32555
chr7	141790216	141790217	NM_018980	0.0	+	TAS2R5	32556
chr7	92246233	92246234	NM_019004	0.0	+	ANKIB1	32557
chr7	139109719	139109720	NM_020119	0.0	-	ZC3HAV1	32558
chr7	37848596	37848597	NM_016616	0.0	+	NME8	32559
chr7	141764096	141764097	NM_016943	0.0	+	TAS2R3	32560
chr7	6615895	6615896	NM_017560	0.0	+	ZNF853	32561
chr7	102464874	102464875	NM_017621	0.0	-	ALKBH4	32562
chr7	94907636	94907637	NM_017650	0.0	+	PPP1R9A	32563
chr7	141778488	141778489	NM_016944	0.0	+	TAS2R4	32564
chr7	122995700	122995701	NM_016945	0.0	-	TAS2R16	32565
chr7	99784188	99784189	NM_017460	0.0	-	CYP3A4	32566
chr7	37920560	37920561	NM_017549	0.0	+	EPDR1	32567
chr7	100081764	100081765	NM_017715	0.0	-	ZNF3	32568
chr7	128343908	128343909	NM_018077	0.0	-	RBM28	32569
chr7	141551277	141551278	NM_018238	0.0	+	AGK	32570
